node_id,packet_rate,drop_rate,energy_level,routing_changes,neighbor_count,traffic_anomaly,label
1,51.199413073209875,0.07675733303230442,0.5570234102415436,3,5,1.5025478398856495,0
2,114.57857370509078,0.004166744171238266,0.5481872794431999,1,14,0.8422665756937566,0
3,90.51933359925457,0.08287382401809924,0.943752748312622,2,7,0.9760584996011774,0
4,75.85243326167402,0.06336406593645925,0.5497277199097037,0,12,1.944133021136489,0
5,27.162050448668015,0.03462795350640317,0.5631698356771786,0,11,1.0221055562917103,0
6,27.15939723698229,0.4433063607668173,0.8556389574507782,2,8,1.0197513310486175,1
7,16.38919733850194,0.09775853407128605,0.669843905470324,3,5,1.3935209537346729,0
8,105.27937603524288,0.03480608547549302,0.8660263341731087,1,12,1.9564629947900902,0
9,76.12265129175297,0.11896980554445641,0.4392196945386312,1,11,1.9746206689295005,0
10,87.88798355756501,0.09796442269360084,0.6925427162040305,4,8,1.369486945514474,0
11,12.26429437253827,0.08495766016597052,0.4201681601099696,1,6,0.5016305297073989,0
12,116.69008373781938,0.5591949232766839,0.43759192207321274,2,6,1.8509848261525996,1
13,101.56869048804639,0.0,0.9438624720066465,9,25,1.3553569468655722,1
14,33.35730217461038,0.007361706955517522,0.4835472226705571,4,9,1.0489946124349037,0
15,30.000746392781068,0.5779614786587369,0.7194524093651302,3,3,1.7437927115239074,1
16,30.17449608387772,0.0,0.646657361560424,10,20,1.0997486890253076,1
17,43.46664672554915,0.10851724463847282,0.6084059957553056,2,10,0.5510667593003971,0
18,67.72320747954616,0.0948066366885061,0.9399000074123635,3,5,1.7316083345855282,0
19,57.51395205063273,0.027483009515016272,0.4130940380652937,3,11,1.3187891015296433,0
20,42.03520542178461,0.04706978175922668,0.7982738117053534,1,12,1.0072153073362942,0
21,77.30381841946175,0.03223578619429714,0.9780366605281302,3,4,0.8763385645307769,0
22,45.619784409104284,0.7464428166518723,0.7361009100771052,3,8,1.3906961891231384,1
23,42.135911338873996,0.11812992410172797,0.962093477219855,0,14,0.8120743223376502,0
24,50.299802762306086,0.10250357337666713,0.4313547275716143,4,3,0.9857763298355049,0
25,60.16769826387395,0.1116270363234123,0.6512759914444968,4,14,1.4547954641209753,0
26,96.3693557532315,0.6212290049287666,0.5560946745772307,2,13,1.822316675608898,1
27,31.964116037419572,0.6083339407667585,0.8384925789884379,2,4,1.299335492587398,1
28,66.56578822549727,0.09465290836505158,0.988778254298348,2,7,1.6386595974486389,0
29,75.16560257482467,0.0547617889284297,0.5539180374665487,0,3,1.644590905644563,0
30,15.10954539919975,0.024652109977762206,0.7925047608844447,2,10,1.4965309289890802,0
31,76.82993370915823,0.024969618829168056,0.518858579655844,2,3,0.8687575065207764,0
32,28.75765360560207,0.01820194180400124,0.739198152742966,3,11,1.8001828972253628,0
33,17.155675228380748,0.06559794603640764,0.6783594920130017,0,12,1.1544134834593498,0
34,114.37740909786666,0.4027407958573588,0.9832031977789223,1,13,0.5663161159035508,1
35,209.19514254876276,0.5294209614148372,0.7651163636178799,3,5,0.8669190051042877,1
36,98.92370829281073,0.1103959827436371,0.6097038232520913,3,14,1.6483225311489735,0
37,43.507514609070775,0.0,0.46845747093276,15,10,0.6037000037262341,1
38,20.743932540702225,0.11901576840549194,0.49074809724096075,0,3,0.7210466032323668,0
39,85.26563291633725,0.034475976004411775,0.5351901579707411,3,11,1.5413402240625567,0
40,58.41677431135614,0.08367774483560751,0.5505799968041788,1,6,1.8389011845913108,0
41,23.424205832925672,0.07165176187324533,0.9103696347046827,2,14,1.4505980075864553,0
42,64.46946011223972,0.058672334025157334,0.736733672969515,5,3,0.8334365807443319,0
43,13.782737322674024,0.07989223725744496,0.7140345468246199,0,3,0.5801206448743229,0
44,110.02524422866603,0.04456356227760827,0.4688613231215305,1,9,1.4226898738254676,0
45,38.46579797600186,0.11333817301121393,0.9160838160096609,3,4,0.5710978668967459,0
46,149.17941230208842,0.6536636516838635,0.8336885819250903,3,9,1.4190830779126355,1
47,44.28821836983521,0.08465386412476043,0.440601017140001,1,14,0.8383699162416426,0
48,67.20748232955918,0.09050413103909337,0.8247010583378612,0,9,1.8569840936132445,0
49,70.13813072776077,0.6357271882441492,0.7261229304055876,3,12,1.2126390027310427,1
50,30.333990107807974,0.02909065140072887,0.44903520744806696,3,11,0.8359076499645435,0
51,116.65430905410145,0.0,0.6749803849171938,9,22,1.7797179748378875,1
52,95.2646105697226,0.7234976792911254,0.6908177722780282,2,3,0.8810530976712625,1
53,113.34488357206081,0.02022984041971433,0.4994647240979655,0,14,0.9598986147873132,0
54,108.43100854704137,0.0,0.33520642044188853,18,10,1.7514168485831836,1
55,75.76899766921936,0.04732089517131876,0.9099852228883971,0,10,0.9631880447008939,0
56,111.40616585254286,0.09200069824033848,0.8014134023974651,2,6,1.115245653845956,0
57,19.734175225711144,0.1126555091703429,0.6773773366003644,1,10,1.0214985061383,0
58,31.55811486610597,0.051279579116880934,0.6470593249507051,0,6,0.6746004767455638,0
59,14.975001780159188,0.09289881509965991,0.7905840802905726,1,10,0.5583437183702392,0
60,45.786336383959075,0.05644891433601714,0.7272591216441433,2,7,1.586811011091472,0
61,52.75450186584302,0.03542738994665565,0.43736386352913137,5,6,1.467705685903581,0
62,39.84839349512855,0.0,0.29452219720478295,15,8,0.9235491013280858,1
63,101.16112600671222,0.08871181808710171,0.8838421703397037,3,4,0.9433986874773177,0
64,49.24286593629482,0.09578425607775927,0.6755439265581749,1,14,1.917508674513022,0
65,40.90279606561188,0.024340895289681627,0.4311739465325611,5,4,1.9815066908502383,0
66,69.69656914740733,0.03662034024543968,0.8717669196304199,2,4,1.2101523548505404,0
67,25.50166474722389,0.05937322121683947,0.5208182692815846,0,11,1.7036776182222404,0
68,98.24166788294437,0.0,0.15867393561615484,13,12,1.605028813804048,1
69,18.20057080477479,0.022382619572025204,0.49882381205937754,2,5,0.9459765642680704,0
